,timestamp,ctn_cpu,ctn_network,ctn_memory,node_cpu,node_network,node_memory
0,2022-03-30 14:04:41,2191230.652631579,3.5866790123456786e-05,7638.630399999999,0.2192142857142766,0.20929523809523806,1648649083.888
1,2022-03-30 14:04:56,2191194.7228070176,2.9884444444444447e-05,7624.157866666666,0.2237857142857121,0.21037142857142857,1648649097.642
2,2022-03-30 14:05:11,2191194.7228070176,2.9884444444444447e-05,7624.157866666666,0.21742857142857072,0.20864761904761908,1648649117.124
3,2022-03-30 14:05:26,2190411.452631579,3.136e-05,4849.117866666667,0.21000600017139676,0.2074249740468775,1648649129.016
4,2022-03-30 14:05:41,2190411.452631579,3.136e-05,4849.117866666667,0.205595238095216,0.20584761904761903,1648649141.956
5,2022-03-30 14:05:56,2190382.7087719296,2.750419753086419e-05,4831.232,0.20352380952380844,0.20758095238095237,1648649161.677
6,2022-03-30 14:06:11,2190382.7087719296,2.750419753086419e-05,4831.232,0.20590476190476764,0.21119047619047618,1648649177.818
7,2022-03-30 14:06:26,2190885.7263157894,2.9160000000000002e-05,9658.185955555555,0.20211904761906788,0.21144761904761902,1648649191.069
8,2022-03-30 14:06:42,2190885.7263157894,2.9160000000000002e-05,9658.185955555555,0.19804761904761348,0.20793333333333333,1648649203.18
9,2022-03-30 14:06:56,1643372.6877192983,2.6694444444444445e-05,4836.693333333333,0.19942857142857112,0.20656190476190475,1648649219.073
10,2022-03-30 14:07:11,1643372.6877192983,2.6694444444444445e-05,4836.693333333333,0.2003333333333736,0.20629523809523806,1648649236.861
11,2022-03-30 14:07:26,1643401.4315789472,2.6809382716049377e-05,4836.3747555555565,0.20047619047618598,0.20829523809523806,1648649247.858
12,2022-03-30 14:07:41,1643401.4315789472,2.6809382716049377e-05,4836.374755555556,0.19992857142856502,0.20775238095238094,1648649265.76
13,2022-03-30 14:07:56,1643480.4771929823,2.3253827160493826e-05,11.787377777777778,0.20042857142856532,0.2064857142857143,1648649280.667
14,2022-03-30 14:08:11,1643480.4771929823,2.3253827160493826e-05,11.787377777777778,0.2044047619047565,0.20984761904761903,1648649297.241
