,timestamp,ctn_cpu,ctn_network,ctn_memory,node_cpu,node_network,node_memory
0,2022-03-30 14:04:41,931592.4084476898,0.0004752188789262607,2251.38463589698,0.17380952380951947,0.13935238095238095,1648649082.111
1,2022-03-30 14:04:56,931592.4084476896,0.0004752188789262607,2251.38463589698,0.17838095238099155,0.1398,1648649098.493
2,2022-03-30 14:05:11,799309.2491228069,0.0004456790123456789,2251.935288888889,0.18866666666671378,0.13617142857142855,1648649113.303
3,2022-03-30 14:05:26,799309.2491228069,0.0004456790123456789,2251.935288888889,0.19238095238103725,0.13544761904761904,1648649128.581
4,2022-03-30 14:05:41,931825.6280701754,0.0005032879964183301,4500.97136571219,0.18723809523806784,0.13554285714285713,1648649144.902
5,2022-03-30 14:05:56,931825.6280701754,0.0005032879964183301,4500.97136571219,0.19304761904756257,0.13234285714285712,1648649160.398
6,2022-03-30 14:06:11,931610.049122807,0.0004400867196862642,2252.8045512122494,0.18990476190476674,0.13414285714285715,1648649172.471
7,2022-03-30 14:06:26,931610.049122807,0.00044008671968626405,2252.804551212249,0.19018141993232812,0.13139374315508787,1648649188.531
8,2022-03-30 14:06:42,798662.5122807017,0.0003648100000000001,2251.4346666666665,0.18542857142864963,0.12822857142857141,1648649204.377
9,2022-03-30 14:06:56,798662.5122807017,0.0003648100000000001,2251.4346666666665,0.17152380952381807,0.12879047619047618,1648649217.068
10,2022-03-30 14:07:11,665851.5087719298,0.000326806049382716,4.278044444444444,0.16352380952379506,0.12772380952380952,1648649232.124
11,2022-03-30 14:07:26,665851.5087719298,0.000326806049382716,4.278044444444443,0.17000000000004029,0.12966666666666665,1648649252.501
12,2022-03-30 14:07:41,665837.1368421052,0.0003292208641975308,1411.3450666666665,0.16342545856274465,0.1301022837660235,1648649266.977
13,2022-03-30 14:07:56,665837.1368421052,0.0003292208641975308,1411.3450666666665,0.16419047619041346,0.12744761904761903,1648649279.859
14,2022-03-30 14:08:11,798928.3929824561,0.00032041,2254.893511111111,0.16600790513834052,0.1305109767131768,1648649295.993
