,timestamp,front-end_orders,unknown_queue-master,unknown_front-end,unknown_shipping,orders_shipping,unknown_user,front-end_carts,orders_carts,unknown_orders,front-end_user,unknown_catalogue,unknown_carts,unknown_rabbitmq,orders_payment,unknown_payment,orders_user,front-end_catalogue,carts_carts-db,orders_orders-db,queue-master_rabbitmq,unknown_carts-db,catalogue_catalogue-db,unknown_catalogue-db,shipping_rabbitmq,front-end_session-db,user_user-db
0,2022-03-09 14:07:21,5227.272727272727,3.0,8.552631578947366,7.5,,3.0,9470.588235294117,20000.0,7.5,8.793103448275861,3.0,3750.0,0.25,,7.5,7.567567567567567,4.157894736842105,210.22639999999998,47.501532107647215,0.0005334044539271902,0.0,8.529200000000001,0.0,0.0,1.977591036414566,18.169343552149282
