,timestamp,ctn_cpu,ctn_network,ctn_memory,node_cpu,node_network,node_memory
0,2022-05-04 11:37:03,117231.83157894736,9.757049382716047e-05,3051.8840888888885,0.21928571428568866,0.1344190476190476,1651664227.819
1,2022-05-04 11:37:18,117231.83157894736,9.757049382716047e-05,3051.8840888888885,0.22054761904761117,0.13823809523809524,1651664244.73
2,2022-05-04 11:37:33,117059.36842105263,8.856901234567899e-05,1539.4588444444444,0.22116666666664253,0.14235238095238095,1651664259.444
3,2022-05-04 11:37:48,117059.36842105263,8.856901234567899e-05,1539.4588444444444,0.21521428571428788,0.1464285714285714,1651664274.523
4,2022-05-04 11:38:03,117059.36842105263,9.109641975308641e-05,29.855288888888886,0.2148333333333626,0.15196190476190474,1651664284.172
5,2022-05-04 11:38:18,117059.36842105263,9.109641975308641e-05,29.855288888888886,0.21869047619041476,0.15442857142857142,1651664304.38
6,2022-05-04 11:38:33,145594.8350877193,8.79427160493827e-05,879.0926222222222,0.2177142857143335,0.15548571428571428,1651664318.163
7,2022-05-04 11:38:48,145594.8350877193,8.79427160493827e-05,879.0926222222222,0.2183333333333835,0.15977142857142856,1651664333.983
8,2022-05-04 11:39:03,174144.67368421052,9.408999999999997e-05,2577.9313777777775,0.21892857142859534,0.15874285714285713,1651664347.579
9,2022-05-04 11:39:18,174144.67368421052,9.408999999999997e-05,2577.9313777777775,0.21914285714287898,0.159,1651664363.359
10,2022-05-04 11:39:34,174144.67368421052,9.867111111111112e-05,2578.204444444444,0.2228333333332753,0.15936190476190476,1651664380.588
11,2022-05-04 11:39:49,174144.67368421052,9.867111111111112e-05,2578.204444444444,0.22202380952377487,0.15936190476190476,1651664394.578
12,2022-05-04 11:40:04,174144.67368421052,8.463999999999999e-05,3249.993955555555,0.2178809523809924,0.16027619047619046,1651664405.703
13,2022-05-04 11:40:19,174144.67368421052,8.463999999999999e-05,3249.993955555555,0.22659523809517812,0.1593238095238095,1651664422.76
14,2022-05-04 11:40:34,144516.9403508772,9.322975308641973e-05,1541.8709333333331,0.25142857142852626,0.5500380952380951,1651664441.155
