,timestamp,ctn_cpu,ctn_network,ctn_memory,node_cpu,node_network,node_memory
0,2022-05-23 21:56:54,2139017.431578947,0.05782956160493826,9486.79111111111,0.37855625720299996,0.3939956758198322,1653343015.375
1,2022-05-23 21:57:09,2139017.431578947,0.06396965049382715,9091.800177777777,0.37483333333334923,0.39277142857142855,1653343035.785
2,2022-05-23 21:57:24,2136804.154385965,0.06396965049382715,9091.800177777777,0.3681799567631409,0.38875079759625913,1653343048.656
3,2022-05-23 21:57:39,2136804.154385965,0.06396965049382715,9091.800177777777,0.36311904761906244,0.3884666666666666,1653343062.551
4,2022-05-23 21:57:54,1930063.9438596491,0.059541422345679,9546.638222222222,0.3457857142857379,0.3788,1653343077.184
5,2022-05-23 21:58:09,1930063.9438596491,0.059541422345679,9546.638222222222,0.33000000000002067,0.23618095238095235,1653343092.666
6,2022-05-23 21:58:24,2142078.652631579,0.0590112060493827,12645.353244444444,0.3222142857143088,0.18817142857142855,1653343109.128
7,2022-05-23 21:58:40,2142078.652631579,0.05013867361111111,16837.495466666664,0.3281190476190415,0.18036190476190475,1653343123.156
8,2022-05-23 21:58:55,2150816.7859649123,0.045972124567901236,11420.285155555554,0.3356190476190233,0.17945714285714284,1653343139.63
9,2022-05-23 21:59:10,2150816.7859649123,0.045972124567901236,11420.285155555554,0.3335095288436967,0.1764431364705658,1653343151.246
10,2022-05-23 21:59:25,2368314.3859649124,0.05432525049382715,9607.5776,0.32869047619045927,0.17752380952380953,1653343165.931
11,2022-05-23 21:59:40,2368314.3859649124,0.05612161,5039.854933333334,0.3415000000000118,0.19049523809523808,1653343183.279
12,2022-05-23 21:59:55,2159188.4350877195,0.04678569000000001,6527.294577777778,0.3463095238095163,0.19758095238095236,1653343196.064
13,2022-05-23 22:01:12,2069595.0222222225,0.07417149641975308,7950.381511111111,0.3408571428571422,0.198447619047619,1653343277.056
